Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2020);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
29532;26638;"Internistische Praxis";journal;"00209570, 2198171X";"mgo fachverlage GmbH &amp; Co KG";No;No;0,104;Q4;6;83;378;2129;11;319;0,04;25,65;35,97;0;Germany;Western Europe;"mgo fachverlage GmbH &amp; Co KG";"1962, 1965, 1973-1980, 2001-2024";"Internal Medicine (Q4)";"Medicine"
29533;21100920213;"Iranian Journal of Geophysics";journal;"20080336";"Iranian Geophyisical Society";No;No;0,104;Q4;6;40;30;1166;1;30;0,03;29,15;24,14;0;Iran;Middle East;"Iranian Geophyisical Society";"2019-2025";"Geophysics (Q4)";"Earth and Planetary Sciences"
29534;15351;"Journal de Pediatrie et de Puericulture";journal;"09877983, 17775981";"Elsevier Masson s.r.l.";No;No;0,104;Q4;9;36;104;937;6;92;0,08;26,03;43,24;2;France;Western Europe;"Elsevier Masson s.r.l.";"1988-2026";"Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
29535;22525;"Journal of Advanced Zoology (discontinued)";journal;"02537214";"";No;No;0,104;Q4;11;13;46;455;24;46;0,00;35,00;52,38;0;India;Asiatic Region;"";"1993-2022";"Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences"
29536;4000151202;"Journal of Clinical Dermatology";journal;"10004963";"Editorial Board of Journal of Clinical Dermatology";No;No;0,104;Q4;7;0;168;0;10;162;0,00;0,00;0,00;0;China;Asiatic Region;"Editorial Board of Journal of Clinical Dermatology";"2006-2017";"Dermatology (Q4)";"Medicine"
29537;21100981414;"Journal of Critical and Intensive Care";journal;"27176428";"Society of Turkish Intensivists";Yes;No;0,104;Q4;9;32;53;565;3;51;0,03;17,66;54,32;0;Turkey;Middle East;"Society of Turkish Intensivists";"2020-2025";"Critical Care and Intensive Care Medicine (Q4)";"Medicine"
29538;16538;"Journal of Fiber Science and Technology";journal;"21897654";"Society of Fiber Science and Technology";Yes;No;0,104;Q4;24;117;368;1867;25;314;0,10;15,96;17,32;0;Japan;Asiatic Region;"Society of Fiber Science and Technology";"1946-1948, 1951, 1954-2026";"Chemical Engineering (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Materials Science (miscellaneous) (Q4); Polymers and Plastics (Q4)";"Chemical Engineering; Engineering; Materials Science"
29539;21100936589;"Journal of ICT Standardization";journal;"2245800X, 22460853";"River Publishers";No;No;0,104;Q4;14;11;25;200;5;23;0,20;18,18;18,75;0;Denmark;Western Europe;"River Publishers";"2014-2025";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
29540;21100933317;"Journal of Information Systems Security";journal;"15510123, 15510808";"Information Institute";No;No;0,104;Q4;3;8;8;282;0;7;0,00;35,25;33,33;0;United States;Northern America;"Information Institute";"2019-2025";"Education (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Safety Research (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
29541;21100875478;"Journal of Nuclear Energy Science and Power Generation Technology (discontinued)";journal;"23259809";"SciTechnol";No;No;0,104;Q4;6;8;7;126;1;6;0,14;15,75;45,45;0;United Kingdom;Western Europe;"SciTechnol";"2018-2021";"Energy Engineering and Power Technology (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4); Waste Management and Disposal (Q4)";"Energy; Environmental Science; Physics and Astronomy"
29542;21100286471;"Journal of Social Research and Policy";journal;"20689861, 20672640";"Editura Universitatii din Oradea";Yes;Yes;0,104;Q4;15;0;33;0;6;33;0,00;0,00;0,00;0;Romania;Eastern Europe;"Editura Universitatii din Oradea";"2010-2019";"Sociology and Political Science (Q4)";"Social Sciences"
29543;19700201425;"Journal of Wind Engineering";journal;"1349340X, 13493507";"Japan Association for Wind Engineering";No;No;0,104;Q4;8;7;26;101;1;26;0,06;14,43;10,53;0;Japan;Asiatic Region;"Japan Association for Wind Engineering";"1999-2026";"Renewable Energy, Sustainability and the Environment (Q4)";"Energy"
29544;18700156726;"Kriminologisches Journal";journal;"03411966";"Biomedical Research Press s.a.s.";No;No;0,104;Q4;8;26;69;821;16;63;0,33;31,58;50,00;0;Germany;Western Europe;"Biomedical Research Press s.a.s.";"2009-2013, 2015-2023, 2025";"Law (Q4); Safety Research (Q4)";"Social Sciences"
29545;19700200936;"Lingue e Linguaggio";journal;"26120488, 17209331";"Societa Editrice Il Mulino";No;No;0,104;Q4;20;10;41;416;21;40;0,40;41,60;50,00;0;Italy;Western Europe;"Societa Editrice Il Mulino";"2002-2025";"Linguistics and Language (Q4)";"Social Sciences"
29546;24755;"Lizi Jiaohuan Yu Xifu/Ion Exchange and Adsorption";journal;"10015493";"Tianjin Nankai Daxue";No;No;0,104;Q4;9;58;174;1287;11;174;0,07;22,19;44,58;0;China;Asiatic Region;"Tianjin Nankai Daxue";"1987-1995, 1998, 2001-2025";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Chemical Engineering; Chemistry; Materials Science"
29547;4000151821;"M et T2";journal;"16378962";"Editions Vauclair";No;No;0,104;Q4;0;0;8;0;0;6;0,00;0,00;0,00;0;France;Western Europe;"Editions Vauclair";"2004-2017";"Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Materials Science (miscellaneous) (Q4)";"Business, Management and Accounting; Engineering; Materials Science"
29548;21100933803;"Manusya";journal;"26659077, 08599920";"Chulalongkorn University Department of Biology";No;No;0,104;Q4;6;23;16;492;1;16;0,06;21,39;55,00;0;Thailand;Asiatic Region;"Chulalongkorn University Department of Biology";"2019-2025";"Arts and Humanities (miscellaneous) (Q4)";"Arts and Humanities"
29549;18364;"Medicina (Brazil)";journal;"00766046, 21767262";"Faculdade de Medicina de Ribeirao Preto - U.S.P.";Yes;Yes;0,104;Q4;14;63;154;1549;17;147;0,06;24,59;56,99;0;Brazil;Latin America;"Faculdade de Medicina de Ribeirao Preto - U.S.P.";"1991-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
29550;21100213100;"Medicine (Spain)";journal;"15788822, 03045412";"Ediciones Doyma, S.L.";Yes;No;0,104;Q4;12;203;603;3816;56;603;0,08;18,80;41,98;25;Spain;Western Europe;"Ediciones Doyma, S.L.";"2007-2026";"Medicine (miscellaneous) (Q4)";"Medicine"
29551;12995;"Memoirs of the Faculty of Engineering, Kyushu University";journal;"1880148X, 1345868X";"Kyushu University, Faculty of Science";No;No;0,104;Q4;11;0;7;0;1;7;0,20;0,00;0,00;0;Japan;Asiatic Region;"Kyushu University, Faculty of Science";"1970, 1972, 1974, 1976-1999, 2001-2018";"Atmospheric Science (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Management of Technology and Innovation (Q4)";"Business, Management and Accounting; Earth and Planetary Sciences; Energy"
29552;17700154915;"Multitudes";journal;"17775841, 02920107";"Association Multitudes";No;No;0,104;Q4;16;96;248;672;8;230;0,03;7,00;47,89;0;France;Western Europe;"Association Multitudes";"2000-2024";"Philosophy (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
29553;21753;"New Scientist";journal;"02624079";"Reed Business Information Ltd";Yes;No;0,104;Q4;20;236;879;4;60;726;0,07;0,02;42,25;0;United Kingdom;Western Europe;"Reed Business Information Ltd";"1973-2026";"Multidisciplinary (Q4)";"Multidisciplinary"
29554;18099;"No To Hattatsu";journal;"00290831";"Japanese Society of Child Neurology";No;No;0,104;Q4;14;66;186;618;4;164;0,00;9,36;36,93;0;Japan;Asiatic Region;"Japanese Society of Child Neurology";"1969-2025";"Medicine (miscellaneous) (Q4); Neurology (clinical) (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
29555;21100923711;"Ochrona Przed Korozja";journal;"24499501, 04737733";"Wydawnictwo SIGMA - N O T Sp. z o.o.";No;No;0,104;Q4;5;67;73;723;5;51;0,07;10,79;41,30;0;Poland;Eastern Europe;"Wydawnictwo SIGMA - N O T Sp. z o.o.";"2019-2026";"Chemical Engineering (miscellaneous) (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4); Surfaces, Coatings and Films (Q4)";"Chemical Engineering; Materials Science"
29556;21100877310;"Onkopediatria";journal;"23119977";"Publishing House of the Union of Pediatricians";No;No;0,104;Q4;4;0;38;0;8;37;0,21;0,00;0,00;0;Russian Federation;Eastern Europe;"Publishing House of the Union of Pediatricians";"2018-2019";"Oncology (Q4); Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
29557;22134;"Ornis Svecica";journal;"20032633, 11026812";"BirdLife Sweden";Yes;No;0,104;Q4;17;9;33;227;4;32;0,11;25,22;8,33;2;Sweden;Western Europe;"BirdLife Sweden";"1991-2025";"Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences"
29558;5800171010;"Oxford University Commonwealth Law Journal";journal;"17578469, 14729342";"Routledge";No;No;0,104;Q4;8;15;37;0;11;34;0,27;0,00;35,29;1;United Kingdom;Western Europe;"Routledge";"2013-2023, 2025";"Law (Q4)";"Social Sciences"
29559;145042;"Perspectives on Political Science";journal;"10457097, 19305478";"Routledge";No;No;0,104;Q4;10;35;94;24;11;81;0,14;0,69;19,35;0;United States;Northern America;"Routledge";"1990-2026";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)";"Social Sciences"
29560;19453;"Petrochemical Technology";journal;"10008144";"Beijing Research Institute of Chemical Industry";No;No;0,104;Q4;15;0;60;0;6;60;0,00;0,00;0,00;0;China;Asiatic Region;"Beijing Research Institute of Chemical Industry";"1994-2017";"Chemical Engineering (miscellaneous) (Q4); Fuel Technology (Q4)";"Chemical Engineering; Energy"
29561;21640;"Power";trade journal;"00325929";"Access Intelligence LLC";No;No;0,104;Q4;12;162;703;0;29;508;0,04;0,00;18,28;0;United States;Northern America;"Access Intelligence LLC";"1970-2026";"Energy (miscellaneous) (Q4)";"Energy"
29562;18679;"Power Engineering";trade journal;"00325961";"PennWell Corporation";No;No;0,104;Q4;11;0;59;0;3;59;0,00;0,00;0,00;0;United States;Northern America;"PennWell Corporation";"1970-2017";"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4); Mechanical Engineering (Q4)";"Energy; Engineering"
29563;19700175274;"Pratique Neurologique - FMC";journal;"18787762, 18787770";"Elsevier Masson s.r.l.";No;No;0,104;Q4;4;43;148;993;5;140;0,03;23,09;46,40;0;France;Western Europe;"Elsevier Masson s.r.l.";"2010-2026";"Neurology (clinical) (Q4)";"Medicine"
29564;28146;"Progresos de Obstetricia y Ginecologia";journal;"15781453, 03045013";"Sociedad Espanola de Ginecologia y Obstetricia";No;Yes;0,104;Q4;13;38;299;1721;25;261;0,06;45,29;52,23;1;Spain;Western Europe;"Sociedad Espanola de Ginecologia y Obstetricia";"1972-1976, 1978-1980, 1986-1990, 1992-1999, 2005-2025";"Obstetrics and Gynecology (Q4)";"Medicine"
29565;53422;"Recherche Transports Securite";journal;"07618980, 19516614";"";No;No;0,104;Q4;12;0;11;0;4;10;0,00;0,00;0,00;0;France;Western Europe;"";"1998-2003, 2011-2012, 2014-2018";"Automotive Engineering (Q4); Transportation (Q4)";"Engineering; Social Sciences"
29566;25243;"Renewable Resources Journal";journal;"07386532";"Renewable Natural Resources Foundation";Yes;No;0,104;Q4;11;19;36;213;2;34;0,04;11,21;25,00;0;United States;Northern America;"Renewable Natural Resources Foundation";"1993-2011, 2014-2022";"Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
29567;19148;"Research Reports on Information Science and Electrical Engineering of Kyushu University";journal;"13423819";"Kyushu University";No;No;0,104;Q4;6;0;6;0;0;6;0,00;0,00;0,00;0;Japan;Asiatic Region;"Kyushu University";"1996-2010, 2012-2019";"Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4)";"Computer Science; Engineering"
29568;21100903450;"Review of Korean Studies";journal;"27339351, 12290076";"The Academy of Korean Studies";Yes;Yes;0,104;Q4;3;31;46;1018;5;41;0,11;32,84;41,94;0;South Korea;Asiatic Region;"The Academy of Korean Studies";"2018-2025";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
29569;24940;"Revista Argentina de Dermatologia";journal;"03252787";"Asociation Argentina de Dermatologia";Yes;Yes;0,104;Q4;5;0;55;0;3;50;0,05;0,00;0,00;0;Argentina;Latin America;"Asociation Argentina de Dermatologia";"1979-2018";"Dermatology (Q4)";"Medicine"
29570;21100227045;"Revue Archeologique de l'Est";journal;"17607264, 12667706";"Revue archeologique de l'Est";No;No;0,104;Q4;6;0;35;0;4;35;0,10;0,00;0,00;0;France;Western Europe;"Revue archeologique de l'Est";"2011-2017, 2019, 2021, 2023-2024";"Archeology (Q4); Archeology (arts and humanities) (Q4)";"Arts and Humanities; Social Sciences"
29571;21100298655;"RSC Detection Science";book series;"20523068, 20523076";"Royal Society of Chemistry";No;No;0,104;Q4;12;28;97;2672;43;6;0,62;95,43;0,00;0;United Kingdom;Western Europe;"Royal Society of Chemistry";"2013-2021, 2024-2025";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Biochemistry (medical) (Q4); Bioengineering (Q4); Chemistry (miscellaneous) (Q4); Environmental Chemistry (Q4); Pathology and Forensic Medicine (Q4); Pollution (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Environmental Science; Medicine"
29572;21100934661;"Russian Neurological Journal";journal;"26587947, 26867192";"Medicinskoe Informacionnoe agentstvo";No;No;0,104;Q4;9;28;111;968;27;111;0,24;34,57;60,00;0;Russian Federation;Eastern Europe;"Medicinskoe Informacionnoe agentstvo";"2019-2025";"Neurology (Q4); Neurology (clinical) (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Neuroscience"
29573;16600154705;"Schweizerisches Archiv fur Volkskunde";journal;"0036794X";"Schweizerische Gesellschaft für Volkskunde (Societe Suisse des Traditions Populaires)";No;No;0,104;Q4;4;12;31;486;4;31;0,09;40,50;33,33;0;Switzerland;Western Europe;"Schweizerische Gesellschaft für Volkskunde (Societe Suisse des Traditions Populaires)";"2008-2014, 2017-2025";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4)";"Arts and Humanities; Social Sciences"
29574;21100899641;"SCIAMVS";journal;"13454617";"Kyoto Sangyo University";No;No;0,104;Q4;9;0;8;0;7;6;0,80;0,00;0,00;0;Japan;Asiatic Region;"Kyoto Sangyo University";"2010-2018";"History and Philosophy of Science (Q4)";"Arts and Humanities"
29575;19700187504;"Scientific Journal of King Faisal University Basic and Applied Sciences";journal;"16580311";"King Faisal University";Yes;No;0,104;Q4;11;89;61;2413;16;61;0,24;27,11;27,86;0;Saudi Arabia;Middle East;"King Faisal University";"2009-2025";"Multidisciplinary (Q4)";"Multidisciplinary"
29576;19700174919;"South African Gastroenterology Review (discontinued)";journal;"18121659";"In House Publications";No;No;0,104;Q4;5;22;85;424;3;61;0,04;19,27;31,82;0;South Africa;Africa;"In House Publications";"2007-2024";"Gastroenterology (Q4); Hepatology (Q4)";"Medicine"
29577;19700175830;"South Australian Ornithologist";journal;"00382973";"South Australian Ornithological Association";No;No;0,104;Q4;5;0;7;0;0;6;0,00;0,00;0,00;0;Australia;Pacific Region;"South Australian Ornithological Association";"2010-2016, 2018";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
29578;21100943515;"Stellenbosch Papers in Linguistics Plus";journal;"22243380, 1726541X";"Department of General Linguistics, Stellenbosch University";Yes;No;0,104;Q4;7;10;48;466;11;39;0,23;46,60;50,00;0;South Africa;Africa;"Department of General Linguistics, Stellenbosch University";"2019-2025";"Linguistics and Language (Q4)";"Social Sciences"
29579;21100406922;"Studies in Critical Social Sciences";book series;"15734234";"Brill Academic Publishers";No;No;0,104;Q4;11;209;317;15060;21;6;0,05;72,06;50,00;1;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2026";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
29580;21100316066;"Synergies Chili";journal;"22606017, 07180675";"GERFLINT (Groupe d'Etudes et de Recherches pour le Francais Langue Internationale)";Yes;Yes;0,104;Q4;4;9;30;93;0;23;0,00;10,33;72,73;0;France;Western Europe;"GERFLINT (Groupe d'Etudes et de Recherches pour le Francais Langue Internationale)";"2013-2024";"Linguistics and Language (Q4)";"Social Sciences"
29581;21100920648;"Taiwan International ESP Journal";journal;"20797761";"Taiwan English for Specific Purposes Association";No;No;0,104;Q4;3;3;6;170;1;6;0,17;56,67;50,00;0;Taiwan;Asiatic Region;"Taiwan English for Specific Purposes Association";"2019-2025";"Communication (Q4); Education (Q4); Linguistics and Language (Q4)";"Social Sciences"
29582;17700155818;"Topique";journal;"00409375";"Esprit";No;No;0,104;Q4;7;36;127;480;7;117;0,07;13,33;42,86;0;France;Western Europe;"Esprit";"2001-2023";"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)";"Medicine; Psychology"
29583;21100223715;"Trauma (Spain)";journal;"18886116";"Fundacion Mapfre Medicina";No;No;0,104;Q4;6;0;6;0;0;6;0,00;0,00;0,00;0;Spain;Western Europe;"Fundacion Mapfre Medicina";"2008-2015, 2018";"Orthopedics and Sports Medicine (Q4)";"Medicine"
29584;17600155212;"Tribunes de la Sante";journal;"17658888";"Presses de Sciences Po";No;No;0,104;Q4;8;24;113;0;8;75;0,07;0,00;42,86;0;France;Western Europe;"Presses de Sciences Po";"2003-2017, 2019-2022";"Medicine (miscellaneous) (Q4)";"Medicine"
29585;19700175095;"Turkiye Klinikleri Cardiovascular Sciences";journal;"13067656, 21469032";"Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.";Yes;No;0,104;Q4;5;22;49;548;5;46;0,15;24,91;44,07;0;Turkey;Middle East;"Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.";"2010-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
29586;19700175251;"Turkiye Klinikleri Pediatri";journal;"13000381, 21468990";"Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.";No;No;0,104;Q4;4;27;50;735;6;50;0,06;27,22;71,43;0;Turkey;Middle East;"Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.";"2010-2025";"Pediatrics, Perinatology and Child Health (Q4)";"Medicine"
29587;16400154743;"University of Toronto Quarterly";journal;"00420247, 17125278";"University of Toronto Press";No;No;0,104;Q4;19;15;82;591;21;81;0,26;39,40;73,33;0;Canada;Northern America;"University of Toronto Press";"2001-2025";"Arts and Humanities (miscellaneous) (Q4)";"Arts and Humanities"
29588;5600152811;"USDA Forest Service - Research Note RMRS-RN";journal;"05024994";"USDA Forest Service";No;No;0,104;Q4;8;3;6;53;1;6;0,00;17,67;33,33;0;United States;Northern America;"USDA Forest Service";"1998-2002, 2004-2014, 2016-2025";"Ecology (Q4); Forestry (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Environmental Science"
29589;21100855863;"Wuhan Ligong Daxue Xuebao/Journal of Wuhan University of Technology";journal;"16714431";"Wuhan University of Technology";No;No;0,104;Q4;22;181;571;3063;24;571;0,02;16,92;31,82;0;China;Asiatic Region;"Wuhan University of Technology";"2002-2022";"Engineering (miscellaneous) (Q4)";"Engineering"
29590;21100900265;"15th International Conference on Environmental Engineering, Held as part of the Canadian Society for Civil Engineering Annual Conference and General Meeting 2017";conference and proceedings;"-";"";No;No;0,104;-;3;0;46;0;2;45;0,00;0,00;0,00;0;Canada;Northern America;"";"";"Environmental Engineering";"Environmental Science"
29591;21100845104;"16th International Conference Geoinformatics - Theoretical and Applied Aspects";conference and proceedings;"-";"";No;No;0,104;-;6;0;84;0;25;83;0,00;0,00;0,00;0;Netherlands;Western Europe;"";"";"Computers in Earth Sciences; Earth and Planetary Sciences (miscellaneous); Geophysics";"Earth and Planetary Sciences"
29592;21100868322;"16th International Industrial Simulation Conference 2018, ISC 2018";conference and proceedings;"-";"";No;No;0,104;-;3;0;18;0;4;16;0,22;0,00;0,00;0;Belgium;Western Europe;"";"";"Modeling and Simulation";"Mathematics"
29593;21100845820;"17th International Symposium on Aerodynamics, Ventilation and Fire in Tunnels 2017, ISAVFT 2017";conference and proceedings;"-";"";No;No;0,104;-;2;0;54;0;5;52;0,00;0,00;0,00;0;United States;Northern America;"";"";"Building and Construction; Civil and Structural Engineering; Safety, Risk, Reliability and Quality";"Engineering"
29594;21100942302;"1st International Conference on Advances in Science, Engineering and Robotics Technology 2019, ICASERT 2019";conference and proceedings;"-";"";No;No;0,104;-;4;0;16;0;5;15;0,31;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Electrical and Electronic Engineering; Instrumentation; Mechanical Engineering";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
29595;21100922639;"1st International Conference on Data Science and Analytics, PuneCon 2018 - Proceedings";conference and proceedings;"-";"";No;No;0,104;-;5;0;63;0;12;62;0,19;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Health Informatics; Industrial and Manufacturing Engineering; Information Systems and Management; Management, Monitoring, Policy and Law; Management Science and Operations Research; Safety, Risk, Reliability and Quality; Transportation";"Computer Science; Decision Sciences; Engineering; Environmental Science; Medicine; Social Sciences"
29596;21100802721;"2010 30th International Conference on Lightning Protection, ICLP 2010";conference and proceedings;"-";"";No;No;0,104;-;9;0;230;0;37;229;0,00;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Safety, Risk, Reliability and Quality";"Computer Science; Energy; Engineering"
29597;21100889408;"2016 Nanotechnology for Instrumentation and Measurement, NANOfIM 2016";conference and proceedings;"-";"";No;No;0,104;-;2;0;17;0;3;16;0,18;0,00;0,00;0;United States;Northern America;"";"";"Electronic, Optical and Magnetic Materials; Instrumentation";"Materials Science; Physics and Astronomy"
29598;21100889416;"2017 Cosmetic Measurements and Testing, COSMETIC 2017";conference and proceedings;"-";"";No;No;0,104;-;1;0;7;0;0;6;0,00;0,00;0,00;0;United States;Northern America;"";"";"Instrumentation; Materials Science (miscellaneous); Safety, Risk, Reliability and Quality";"Engineering; Materials Science; Physics and Astronomy"
29599;21100920034;"2018 14th Selected Issues of Electrical Engineering and Electronics, WZEE 2018";conference and proceedings;"-";"";No;No;0,104;-;4;0;32;0;7;31;0,22;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Mechanical Engineering";"Engineering"
29600;21100865407;"2018 2nd Conference on PhD Research in Microelectronics and Electronics Latin America, PRIME-LA 2018";conference and proceedings;"-";"";No;No;0,104;-;2;0;7;0;1;6;0,14;0,00;0,00;0;United States;Northern America;"";"";"Control and Optimization; Electrical and Electronic Engineering";"Engineering; Mathematics"
29601;21100896257;"2018 IEEE 4th VR Workshop on Sonic Interactions for Virtual Environments, SIVE 2018";conference and proceedings;"-";"";No;No;0,104;-;5;0;12;0;9;11;0,75;0,00;0,00;0;United States;Northern America;"";"";"Acoustics and Ultrasonics; Media Technology";"Engineering; Physics and Astronomy"
29602;21100975802;"2018 IEEE CSAA Guidance, Navigation and Control Conference, CGNCC 2018";conference and proceedings;"-";"";No;No;0,104;-;9;0;462;0;36;461;0,08;0,00;0,00;0;United States;Northern America;"";"";"Aerospace Engineering; Artificial Intelligence; Control and Optimization; Instrumentation";"Computer Science; Engineering; Mathematics; Physics and Astronomy"
29603;21100895644;"2018 International Symposium on Performance Evaluation of Computer and Telecommunication Systems, SPECTS 2018";conference and proceedings;"-";"";No;No;0,104;-;2;0;7;0;3;6;0,43;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Modeling and Simulation; Safety, Risk, Reliability and Quality";"Computer Science; Engineering; Mathematics"
29604;21100898757;"2018 Medical Technologies National Congress, TIPTEKNO 2018";conference and proceedings;"-";"";No;No;0,104;-;7;0;92;0;26;91;0,28;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Biomedical Engineering; Biotechnology; Computer Science Applications; Health Informatics; Signal Processing";"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering; Medicine"
29605;21100935772;"2019 2nd Balkan Junior Conference on Lighting, Balkan Light Junior 2019 - Proceedings";conference and proceedings;"-";"";No;No;0,104;-;6;0;38;0;16;37;0,42;0,00;0,00;0;United States;Northern America;"";"";"Atomic and Molecular Physics, and Optics; Electrical and Electronic Engineering";"Engineering; Physics and Astronomy"
29606;21100935066;"2019 3rd IEEE International Conference on Green Energy and Applications, ICGEA 2019";conference and proceedings;"-";"";No;No;0,104;-;6;0;32;0;7;30;0,22;0,00;0,00;0;United States;Northern America;"";"";"Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Energy; Engineering; Mathematics"
29607;21100975809;"2019 FISE-IEEE/CIGRE Conference - Living the Energy Transition, FISE/CIGRE 2019";conference and proceedings;"-";"";No;No;0,104;-;6;0;72;0;15;70;0,21;0,00;0,00;0;United States;Northern America;"";"";"Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Energy; Engineering; Mathematics"
29608;21100929548;"2019 IEEE Games, Entertainment, Media Conference, GEM 2019";conference and proceedings;"-";"";No;No;0,104;-;7;0;26;0;10;25;0,38;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Media Technology; Modeling and Simulation";"Computer Science; Engineering; Mathematics"
29609;21100972405;"2019 IEEE International Conference on Integrated Circuits, Technologies and Applications, ICTA 2019 - Proceedings";conference and proceedings;"-";"";No;No;0,104;-;7;0;85;0;21;82;0,25;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture; Signal Processing";"Computer Science; Engineering; Materials Science"
29610;21100932437;"2019 IEEE International Conference on Networking, Architecture and Storage, NAS 2019 - Proceedings";conference and proceedings;"-";"";No;No;0,104;-;3;0;11;0;3;8;0,27;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture; Information Systems and Management";"Computer Science; Decision Sciences"
29611;21100975824;"2019 IEEE International Conference on Power Data Science, ICPDS 2019";conference and proceedings;"-";"";No;No;0,104;-;4;0;35;0;3;34;0,09;0,00;0,00;0;United States;Northern America;"";"";"Control and Optimization; Energy Engineering and Power Technology; Information Systems and Management; Modeling and Simulation; Renewable Energy, Sustainability and the Environment";"Decision Sciences; Energy; Mathematics"
29612;21100970250;"2019 International Conference on Computer, Electrical and Communication Engineering, ICCECE 2019";conference and proceedings;"-";"";No;No;0,104;-;4;0;19;0;5;18;0,26;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Hardware and Architecture";"Computer Science; Engineering; Materials Science"
