Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
29903;21100856788;"Zeichen";journal;"09324747";"Signum Verlag";No;No;0,100;Q4;3;48;53;952;1;50;0,02;19,83;64,06;0;Germany;Western Europe;"Signum Verlag";"2018-2019";"Communication (Q4); Linguistics and Language (Q4)";"Social Sciences"
29904;17848;"Zeitgeschichte";journal;"02565250";"Vandenhoeck and Ruprecht GmbH and Co. KG";Yes;No;0,100;Q4;6;26;73;968;5;62;0,06;37,23;43,48;0;Germany;Western Europe;"Vandenhoeck and Ruprecht GmbH and Co. KG";"1976, 1978-1982, 1999-2001, 2006-2025";"Cultural Studies (Q4); History (Q4)";"Arts and Humanities; Social Sciences"
29905;16100154738;"Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Romanistische Abteilung";journal;"03234096, 23044934";"Walter de Gruyter GmbH";No;No;0,100;Q4;10;15;78;543;9;75;0,08;36,20;25,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1880-1922, 1924-1944, 1947-1948, 1950-2025";"History (Q4); Law (Q4)";"Arts and Humanities; Social Sciences"
29906;21100229163;"Zeitschrift fur Katholische Theologie (discontinued)";journal;"00442895";"Echter Verlag GmbH";No;No;0,100;Q4;3;25;52;1190;1;51;0,03;47,60;16,67;0;Germany;Western Europe;"Echter Verlag GmbH";"2011-2020";"Religious Studies (Q4)";"Arts and Humanities"
29907;24923;"Zeitschrift fur Kunstgeschichte";journal;"25691619, 00442992";"Deutscher Kunstverlag GmbH";No;No;0,100;Q4;9;23;89;1323;9;87;0,07;57,52;37,50;0;Germany;Western Europe;"Deutscher Kunstverlag GmbH";"1975, 1987, 2001-2025";"Visual Arts and Performing Arts (Q4)";"Arts and Humanities"
29908;28873;"Zeitschrift fur Religions- und Geistesgeschichte";journal;"00443441, 15700739";"Brill Academic Publishers";No;No;0,100;Q4;8;19;63;943;1;60;0,02;49,63;5,88;0;Netherlands;Western Europe;"Brill Academic Publishers";"1929, 1948-1949, 1951-2000, 2006-2025";"History (Q4); Philosophy (Q4); Religious Studies (Q4)";"Arts and Humanities"
29909;19600157914;"Zivot Umjetnosti";journal;"05147794, 18492207";"Institute of Art History, Zagreb";Yes;No;0,100;Q4;3;15;57;256;1;52;0,03;17,07;28,57;0;Croatia;Eastern Europe;"Institute of Art History, Zagreb";"2008-2024";"Museology (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities"
29910;21100464702;"12th Conference and Exhibition Engineering Geophysics 2016";conference and proceedings;"-";"";No;No;0,100;-;4;0;73;0;7;72;0,00;0,00;0,00;0;Netherlands;Western Europe;"";"";"Control and Systems Engineering; Electrical and Electronic Engineering";"Engineering"
29911;21100775607;"18th Process Plant Safety Symposium, PPSS 2016 - Topical Conference at the 2016 AIChE Spring Meeting and 12th Global Congress on Process Safety";conference and proceedings;"-";"";No;No;0,100;-;3;0;55;0;0;54;0,00;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Software";"Computer Science"
29912;21100463504;"2005 IEEE International Technology Management Conference, ICE 2005";conference and proceedings;"-";"";No;No;0,100;-;2;0;66;0;0;65;0,00;0,00;0,00;0;Germany;Western Europe;"";"";"Electrical and Electronic Engineering";"Engineering"
29913;21100779042;"21st International Scientific Conference: Mechanika 2016 - Proceedings";conference and proceedings;"-";"";No;No;0,100;-;2;0;63;0;0;61;0,00;0,00;0,00;0;Lithuania;Eastern Europe;"";"";"Organizational Behavior and Human Resource Management";"Business, Management and Accounting"
29914;21100786310;"21st Symposium of the Association Information and Management 2016, AIM 2016";conference and proceedings;"-";"";No;No;0,100;-;1;0;73;0;0;72;0,00;0,00;0,00;0;France;Western Europe;"";"";"Computer Networks and Communications; Instrumentation; Radiation";"Computer Science; Physics and Astronomy"
29915;21100465424;"33rd Annual International Battery Seminar and Exhibit: Advanced Battery Technologies for Consumer, Automotive and Military Applications";conference and proceedings;"-";"";No;No;0,100;-;2;0;71;0;0;70;0,00;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Hardware and Architecture";"Computer Science; Engineering"
29916;21100792500;"33rd Danubia Adria Symposium on Advances in Experimental Mechanics";conference and proceedings;"-";"";No;No;0,100;-;2;0;86;0;3;84;0,00;0,00;0,00;0;Slovenia;Eastern Europe;"";"";"Control and Systems Engineering; Electrical and Electronic Engineering; Energy Engineering and Power Technology";"Energy; Engineering"
29917;21100797843;"39th World Energy Engineering Conference, WEEC 2016";conference and proceedings;"-";"";No;No;0,100;-;1;0;153;0;1;151;0,00;0,00;0,00;0;Georgia;Eastern Europe;"";"";"Computer Networks and Communications; Instrumentation; Radiation";"Computer Science; Physics and Astronomy"
29918;21100797846;"40th International Precious Metals Institute Annual Conference, IPMI 2016";conference and proceedings;"-";"";No;No;0,100;-;1;0;52;0;1;50;0,00;0,00;0,00;0;United States;Northern America;"";"";"Energy Engineering and Power Technology";"Energy"
29919;21100775618;"50th Annual Loss Prevention Symposium 2016, LPS 2016 - Topical Conference at the 2016 AIChE Spring Meeting and 12th Global Congress on Process Safety";conference and proceedings;"-";"";No;No;0,100;-;2;0;72;0;2;70;0,00;0,00;0,00;0;United States;Northern America;"";"";"Bioengineering; Colloid and Surface Chemistry";"Chemical Engineering"
29920;21100463885;"5th EI Electrical Insulation Conference Materials and Application, EIC 1963";conference and proceedings;"-";"";No;No;0,100;-;1;0;84;0;0;83;0,00;0,00;0,00;0;United States;Northern America;"";"";"Algebra and Number Theory; Computer Science Applications; Industrial and Manufacturing Engineering; Software; Strategy and Management";"Business, Management and Accounting; Computer Science; Engineering; Mathematics"
29921;21100468813;"7th Electrical Insulation Conference, EIC 1967";conference and proceedings;"-";"";No;No;0,100;-;1;0;101;0;0;100;0,00;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Hardware and Architecture; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
29922;21100778646;"91st International School of Hydrocarbon Measurements, ISHM 2016";conference and proceedings;"-";"";No;No;0,100;-;1;0;179;0;0;177;0,00;0,00;0,00;0;United States;Northern America;"";"";"Biomedical Engineering; Computer Networks and Communications; Computer Science Applications; Hardware and Architecture; Information Systems and Management";"Computer Science; Decision Sciences; Engineering"
29923;21100820723;"9th International Workshop on Precipitation in Urban Areas: Urban Challenges in Rainfall Analysis, UrbanRain 2012";conference and proceedings;"-";"";No;No;0,100;-;1;0;58;0;0;57;0,00;0,00;0,00;0;Switzerland;Western Europe;"";"";"Instrumentation";"Physics and Astronomy"
29924;21100469399;"Advances in Technology to Support End User Mission - Proceedings of the 2016 Joint Conference/Symposium of the Society for Machinery Failure Prevention Technology and the International Society of Automation";conference and proceedings;"-";"";No;No;0,100;-;3;0;113;0;11;110;0,00;0,00;0,00;0;United States;Northern America;"";"";"Hardware and Architecture";"Computer Science"
29925;21100197701;"AES-ATEMA International Conference Series - Advances and Trends in Engineering Materials and their Applications";conference and proceedings;"19243642";"";No;No;0,100;-;8;0;62;0;3;50;0,06;0,00;0,00;0;United States;Northern America;"";"2007-2017";"Materials Science (miscellaneous); Mechanics of Materials";"Engineering; Materials Science"
29926;110372;"AIAA Paper";conference and proceedings;"-";"";No;No;0,100;-;31;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"";"";"Engineering (miscellaneous)";"Engineering"
29927;21100776195;"AIChE Ethylene Producers Conference Proceedings";conference and proceedings;"-";"";No;No;0,100;-;1;0;89;0;0;89;0,00;0,00;0,00;0;United States;Northern America;"";"";"Chemical Health and Safety; Process Chemistry and Technology; Safety, Risk, Reliability and Quality";"Chemical Engineering; Engineering"
29928;21100773705;"Air and Waste Management Association - Air Quality Measurement Methods and Technology Conference 2016";conference and proceedings;"-";"";No;No;0,100;-;2;0;74;0;2;73;0,00;0,00;0,00;0;United States;Northern America;"";"";"Control and Optimization; Control and Systems Engineering";"Engineering; Mathematics"
29929;21100819035;"Air and Waste Management Association - Power Plant Pollutant Control 'MEGA' Symposium, MEGA 2016";conference and proceedings;"-";"";No;No;0,100;-;2;0;65;0;2;64;0,00;0,00;0,00;0;United States;Northern America;"";"";"Aerospace Engineering; Electrical and Electronic Engineering";"Engineering"
29930;21100812538;"American Fuel and Petrochemical Manufacturers, AFPM - Environmental Conference 2016";conference and proceedings;"-";"";No;No;0,100;-;1;0;44;0;0;43;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
29931;19899;"American Society of Mechanical Engineers, Applied Mechanics Division, AMD";conference and proceedings;"01608835";"American Society of Mechanical Engineers (ASME)";No;No;0,100;-;17;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"American Society of Mechanical Engineers (ASME)";"1974-2006";"Mechanical Engineering";"Engineering"
29932;16328;"Ammonia Plant Safety and Related Facilities";conference and proceedings;"03607011";"American Institute of Chemical Engineers";No;No;0,100;-;7;33;93;147;2;90;0,02;4,45;7,94;0;United States;Northern America;"American Institute of Chemical Engineers";"1970, 1977-1981, 1984, 1987-1993, 1996, 1998-2002, 2004-2019, 2021, 2023-2025";"Filtration and Separation; Industrial and Manufacturing Engineering; Process Chemistry and Technology; Safety, Risk, Reliability and Quality";"Chemical Engineering; Engineering"
29933;21100811138;"Bioinformatics and Biomedical Engineering - Proceedings of the 9th International Conference on Bioinformatics and Biomedical Engineering, ICBBE 2015";conference and proceedings;"-";"";No;No;0,100;-;2;0;42;0;1;41;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
29934;21100801715;"CISCI 2016 - Decima Quinta Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Decimo Tercer Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2016 - Memorias";conference and proceedings;"-";"";No;No;0,100;-;2;0;64;0;3;62;0,00;0,00;0,00;0;United States;Northern America;"";"";"Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment; Statistics and Probability; Statistics, Probability and Uncertainty";"Decision Sciences; Energy; Mathematics"
29935;21100812564;"Computing and Systems Technology Division 2016 - Core Programming Area at the 2016 AIChE Annual Meeting";conference and proceedings;"-";"";No;No;0,100;-;2;0;103;0;0;102;0,00;0,00;0,00;0;United States;Northern America;"";"";"Food Science";"Agricultural and Biological Sciences"
29936;21100800613;"Concrete Solutions - Proceedings of Concrete Solutions, 6th International Conference on Concrete Repair, 2016";conference and proceedings;"-";"";No;No;0,100;-;4;0;92;0;8;90;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computational Theory and Mathematics; Mechanical Engineering";"Computer Science; Engineering"
29937;21100464987;"Conference Record of 1978 IEEE International Symposium on Electrical Insulation, ISEI 1978";conference and proceedings;"-";"";No;No;0,100;-;1;0;63;0;0;61;0,00;0,00;0,00;0;United States;Northern America;"";"";"Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Energy"
29938;21100810617;"D and RS 2016 - Decommissioning and Remote Systems";conference and proceedings;"-";"";No;No;0,100;-;3;0;74;0;5;72;0,00;0,00;0,00;0;United States;Northern America;"";"";"Condensed Matter Physics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials";"Engineering; Materials Science; Physics and Astronomy"
29939;21100457416;"eChallenges e-2015 Conference Proceedings";conference and proceedings;"-";"";No;No;0,100;-;4;0;46;0;4;45;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems; Safety, Risk, Reliability and Quality";"Computer Science; Engineering"
29940;21100457335;"EI Electrical Insulation Conference Materials and Application, EIC 1962";conference and proceedings;"-";"";No;No;0,100;-;0;0;61;0;0;60;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Graphics and Computer-Aided Design; Computer Vision and Pattern Recognition; Human-Computer Interaction";"Computer Science"
29941;21100463814;"EIC 1965 - Proceedings of the 6th Electrical Insulation Conference";conference and proceedings;"-";"";No;No;0,100;-;0;0;84;0;0;83;0,00;0,00;0,00;0;United States;Northern America;"";"";"Geology; Geophysics; Geotechnical Engineering and Engineering Geology";"Earth and Planetary Sciences"
29942;21100464307;"EIC 1969 - Proceedings of the 9th Electrical Insulation Conference";conference and proceedings;"-";"";No;No;0,100;-;1;0;87;0;0;86;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems";"Computer Science"
29943;21100463828;"EIC 1971 - Proceedings of the 10th Electrical Insulation Conference";conference and proceedings;"-";"";No;No;0,100;-;1;0;111;0;0;110;0,00;0,00;0,00;0;United States;Northern America;"";"";"Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Energy"
29944;21100798099;"Fiber Society 2016 Spring Conference: Textile Innovations - Opportunities and Challenges";conference and proceedings;"-";"";No;No;0,100;-;2;0;85;0;1;84;0,00;0,00;0,00;0;United States;Northern America;"";"";"Education; Engineering (miscellaneous)";"Engineering; Social Sciences"
29945;21100812573;"Food, Pharmaceutical and Bioengineering Division 2016 - Core Programming Area at the 2016 AIChE Annual Meeting";conference and proceedings;"-";"";No;No;0,100;-;2;0;45;0;0;43;0,00;0,00;0,00;0;United States;Northern America;"";"";"Chemical Engineering (miscellaneous); Education; Engineering (miscellaneous)";"Chemical Engineering; Engineering; Social Sciences"
29946;21100798511;"Foreign Language Association of Maine Annual Conference, FLAME 2016";conference and proceedings;"-";"";No;No;0,100;-;1;0;45;0;0;44;0,00;0,00;0,00;0;United States;Northern America;"";"";"Control and Systems Engineering";"Engineering"
29947;21100817601;"Geoinformatics 2016 - XVth International Conference on Geoinformatics - Theoretical and Applied Aspects";conference and proceedings;"-";"";No;No;0,100;-;3;0;62;0;8;61;0,00;0,00;0,00;0;Netherlands;Western Europe;"";"";"Biomedical Engineering; Computer Science Applications; Radiology, Nuclear Medicine and Imaging; Signal Processing";"Computer Science; Engineering; Medicine"
29948;21100775320;"IECA 2016 - International Erosion Control Association's Environmental Connection Conference";conference and proceedings;"-";"";No;No;0,100;-;0;0;90;0;0;89;0,00;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Hardware and Architecture";"Computer Science; Engineering"
29949;21100800097;"imPACt 2016 - Internet, Mobile, Performance and Capacity, Cloud and Technology";conference and proceedings;"-";"";No;No;0,100;-;2;0;72;0;0;71;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Software";"Computer Science"
29950;21100797227;"IMSCI 2016 - 10th International Multi-Conference on Society, Cybernetics and Informatics, Proceedings";conference and proceedings;"-";"";No;No;0,100;-;3;0;64;0;3;62;0,00;0,00;0,00;0;United States;Northern America;"";"";"Artificial Intelligence; Computational Theory and Mathematics; Information Systems; Software";"Computer Science"
29951;29081;"International Air Safety Seminar Proceedings";conference and proceedings;"02705176";"Flight Safety Foundation Inc.";No;No;0,100;-;4;30;101;0;0;98;0,00;0,00;21,62;0;United States;Northern America;"Flight Safety Foundation Inc.";"1980-1981, 1984, 1990, 1992-1993, 1995, 1997-1998, 2000-2001, 2004, 2010-2019";"Aerospace Engineering; Industrial and Manufacturing Engineering; Safety, Risk, Reliability and Quality; Space and Planetary Science; Transportation";"Earth and Planetary Sciences; Engineering; Social Sciences"
29952;21100797714;"International Conference on Atmospheric Optics: Aerosols, Visibility, and the Radiative Balance";conference and proceedings;"-";"";No;No;0,100;-;1;0;92;0;0;90;0,00;0,00;0,00;0;United States;Northern America;"";"";"Information Systems and Management; Management of Technology and Innovation; Strategy and Management";"Business, Management and Accounting; Decision Sciences"
29953;21100500280;"International Gas Union World Gas Conference Papers";conference and proceedings;"-";"";No;No;0,100;-;3;0;113;0;3;111;0,03;0,00;0,00;0;Denmark;Western Europe;"";"";"Instrumentation; Signal Processing";"Computer Science; Physics and Astronomy"
29954;21100792111;"International No-Dig 2016 - 34th International Conference and Exhibition";conference and proceedings;"-";"";No;No;0,100;-;1;0;58;0;0;57;0,00;0,00;0,00;0;United Kingdom;Western Europe;"";"";"Artificial Intelligence; Computer Networks and Communications; Hardware and Architecture; Software";"Computer Science"
29955;21100775909;"Liaison Functions 2016 - Core Programming Area at the 2016 AIChE Spring Meeting and 12th Global Congress on Process Safety";conference and proceedings;"-";"";No;No;0,100;-;2;0;47;0;0;46;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Software";"Computer Science"
29956;21100805307;"Material Science and Engineering - Proceedings of the 3rd Annual International Conference on Material Science and Engineering, ICMSE 2015";conference and proceedings;"-";"";No;No;0,100;-;1;0;76;0;1;74;0,00;0,00;0,00;0;United States;Northern America;"";"";"Environmental Chemistry; Pollution";"Environmental Science"
29957;21100812532;"Meet the Faculty Candidate Poster Session 2016 - Sponsored by the Education Division - Topical Conference at the 2016 AIChE Annual Meeting";conference and proceedings;"-";"";No;No;0,100;-;0;0;99;0;0;98;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Science Applications; Computer Science (miscellaneous); Education; Hardware and Architecture; Information Systems";"Computer Science; Social Sciences"
29958;21100811500;"Metabolic Engineering 11";conference and proceedings;"-";"";No;No;0,100;-;0;0;60;0;0;59;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems";"Computer Science"
29959;13654;"Oceans Conference Record (IEEE)";conference and proceedings;"01977385";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,100;-;47;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1971-1972, 1979-1987, 1990-1991, 1994-2003, 2007, 2021-2025";"Oceanography";"Earth and Planetary Sciences"
29960;21100462810;"Paper Conference and Trade Show, PaperCon 2016";conference and proceedings;"-";"";No;No;0,100;-;4;0;136;0;4;134;0,00;0,00;0,00;0;United States;Northern America;"";"";"Aerospace Engineering";"Engineering"
29961;21100812565;"Pipeline Pigging and Integrity Management Conference 2017, Papers";conference and proceedings;"-";"";No;No;0,100;-;3;0;47;0;4;46;0,09;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Hardware and Architecture; Health Informatics; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Medicine"
29962;52209;"Proceedings - Annual SAFE Symposium (Survival and Flight Equipment Association)";conference and proceedings;"0743846X";"Survival and Flight Equipment Association (SAFE)";No;No;0,100;-;8;0;260;0;3;256;0,00;0,00;0,00;0;United States;Northern America;"Survival and Flight Equipment Association (SAFE)";"1980-1983, 1985, 1987, 1989, 1991, 1995-1998, 2000-2009, 2011-2018";"Aerospace Engineering; Safety, Risk, Reliability and Quality";"Engineering"
29963;16368;"Proceedings, Annual Convention - Gas Processors Association";conference and proceedings;"00968870";"Gas Processors Association";No;No;0,100;-;15;0;62;0;0;55;0,00;0,00;0,00;0;United States;Northern America;"Gas Processors Association";"1976-1985, 1990-1991, 1996-2016";"Energy Engineering and Power Technology; Fuel Technology";"Energy"
29964;21100810608;"Proceedings of the 4th Academic Conference of Geology Resource Management and Sustainable Development";conference and proceedings;"-";"";No;No;0,100;-;1;0;141;0;0;139;0,00;0,00;0,00;0;Australia;Pacific Region;"";"";"Energy Engineering and Power Technology; Fuel Technology; Renewable Energy, Sustainability and the Environment";"Energy"
29965;21100457407;"Proceedings of the 8th Electrical Insulation Conference, EIC 1968";conference and proceedings;"-";"";No;No;0,100;-;0;0;63;0;0;62;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Information Systems; Signal Processing";"Computer Science"
29966;30389;"Proceedings of the American Gas Association, Operating Section";conference and proceedings;"00997250";"American Gas Association";No;No;0,100;-;6;0;124;0;0;121;0,00;0,00;0,00;0;United States;Northern America;"American Gas Association";"1970, 1973-1978, 1981-1982, 1991, 1995, 2002, 2006-2017";"Energy Engineering and Power Technology; Fuel Technology; Geology";"Earth and Planetary Sciences; Energy"
29967;33226;"Proceedings of the Annual IEEE International Frequency Control Symposium";conference and proceedings;"01616404";"";No;No;0,100;-;33;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"";"";"Control and Systems Engineering; Electrical and Electronic Engineering";"Engineering"
29968;145699;"Proceedings of the Annual ISA Analysis Division Symposium";conference and proceedings;"10506527";"International Society of Automation";No;No;0,100;-;7;23;73;175;2;71;0,03;7,61;14,29;0;United States;Northern America;"International Society of Automation";"1996-2000, 2002-2010, 2012-2016, 2018-2019";"Instrumentation";"Physics and Astronomy"
29969;97908;"Proceedings of the Electrical/Electronics Insulation Conference";conference and proceedings;"03622479";"";No;No;0,100;-;12;0;86;0;0;85;0,00;0,00;0,00;0;United States;Northern America;"";"";"Building and Construction; Electrical and Electronic Engineering";"Engineering"
29970;59829;"Proceedings of the Intersociety Energy Conversion Engineering Conference";conference and proceedings;"0146955X";"";No;No;0,100;-;30;0;0;0;0;0;0,00;0,00;0,00;0;United States;Northern America;"";"";"Electrical and Electronic Engineering; Fuel Technology";"Energy; Engineering"
29971;21100802313;"Pulping, Engineering, Environmental, Recycling, Sustainability Conference 2016, PEERS 2016";conference and proceedings;"-";"";No;No;0,100;-;3;0;114;0;4;112;0,00;0,00;0,00;0;United States;Northern America;"";"";"Computer Networks and Communications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Software";"Computer Science"
29972;87615;"Record of Conference Papers - Annual Petroleum and Chemical Industry Conference";conference and proceedings;"00903507";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,100;-;20;0;110;0;8;108;0,13;0,00;0,00;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1979-1981, 1983-1990, 1994-2008, 2010-2014, 2016, 2018, 2021-2024";"Energy Engineering and Power Technology; Fuel Technology";"Energy"
29973;21100774134;"TAPPI PLACE Conference 2016: Exploring New Frontiers";conference and proceedings;"-";"";No;No;0,100;-;2;0;50;0;1;49;0,00;0,00;0,00;0;United States;Northern America;"";"";"Architecture; Building and Construction; Civil and Structural Engineering; Mechanics of Materials";"Engineering"
29974;21101134316;"Veterinaria Mexico OA";journal;"24486760";"Facultad de Medicina Veterinaria y Zootecnia, Universidad Nacional Autonoma de Mexico";No;Yes;;Q4;16;19;41;639;12;39;0,17;33,63;26,53;0;Mexico;Latin America;"Facultad de Medicina Veterinaria y Zootecnia, Universidad Nacional Autonoma de Mexico";"2014-2025";"Veterinary (miscellaneous)";"Veterinary"
29975;21101194408;"20 & 21: Revue d'Histoire";journal;"2649664X, 26496100";"Presses de Sciences Po";No;No;;-;18;4;191;222;16;164;0,10;55,50;0,00;0;France;Western Europe;"Presses de Sciences Po";"2022-2024";"History";"Arts and Humanities"
29976;21100932761;"3D Printing in Medicine";journal;"23656271";"BioMed Central Ltd";Yes;No;;-;33;16;15;416;58;15;4,00;26,00;31,17;0;United Kingdom;Western Europe;"BioMed Central Ltd";"2016-2026";"Biomedical Engineering; Computer Science Applications; Radiology, Nuclear Medicine and Imaging";"Computer Science; Engineering; Medicine"
29977;21101005201;"452ºF";journal;"20133294";"Universitat de Barcelona, Facultad de Filologia";Yes;Yes;;-;4;28;0;736;0;0;0,00;26,29;61,54;0;Spain;Western Europe;"Universitat de Barcelona, Facultad de Filologia";"2019-2025";"Literature and Literary Theory";"Arts and Humanities"
29978;21101076713;"A e C - Revista de Direito Administrativo e Constitucional";journal;"15163210, 19844182";"Instituto de Direito Romeu Felipe Bacellar";No;No;;-;9;42;0;1661;0;0;0,00;39,55;22,39;1;Brazil;Latin America;"Instituto de Direito Romeu Felipe Bacellar";"2019-2025";"Law";"Social Sciences"
29979;21101304521;"AACE Endocrinology and Diabetes";journal;"30509157";"Elsevier B.V.";No;No;;-;17;92;297;1380;77;285;0,17;15,00;48,53;0;Netherlands;Western Europe;"Elsevier B.V.";"2025-2026";"Endocrinology, Diabetes and Metabolism";"Medicine"
29980;21101061448;"AAS Open Research";journal;"25159321";"F1000 Research Ltd";Yes;No;;-;10;5;1;166;0;1;0,00;33,20;47,50;1;United Kingdom;Western Europe;"F1000 Research Ltd";"2018-2024";"Multidisciplinary";"Multidisciplinary"
29981;29842;"ABA Journal";journal;"07470088";"American Bar Association";No;No;;-;8;19;617;0;8;364;0,01;0,00;57,14;0;United States;Northern America;"American Bar Association";"1984-1987, 1993, 1996-1999, 2002-2014, 2016-2020";"Law";"Social Sciences"
29982;21101149770;"Abgadiyat";journal;"22138609, 16878280";"Brill Academic Publishers";No;No;;-;2;14;38;440;0;34;0,00;31,43;50,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2025";"Archeology (arts and humanities); History";"Arts and Humanities"
29983;19900192010;"Aboriginal History Journal";journal;"18379389, 03148769";"ANU Press";No;No;;-;8;13;0;313;0;0;0,00;24,08;47,62;0;Australia;Pacific Region;"ANU Press";"2001, 2019-2025";"Cultural Studies; History";"Arts and Humanities; Social Sciences"
29984;21100944128;"Abriu";journal;"20148534, 20148526";"Universitat de Barcelona";Yes;Yes;;-;3;26;0;670;0;0;0,00;25,77;38,46;0;Spain;Western Europe;"Universitat de Barcelona";"2019-2025";"History; Linguistics and Language; Literature and Literary Theory; Visual Arts and Performing Arts";"Arts and Humanities; Social Sciences"
29985;21101152119;"Academic Journal of Naval Medical University";journal;"20971338";"Second Military Medical University Press";No;No;;-;13;251;784;4561;88;758;0,10;18,17;41,36;1;China;Asiatic Region;"Second Military Medical University Press";"2022-2026";"Medicine (miscellaneous)";"Medicine"
29986;21101208626;"Academy of Management Annual Meeting Proceedings";conference and proceedings;"00650668, 21516561";"Academy of Management";No;No;;-;27;564;896;422;144;892;0,17;0,75;39,66;0;United States;Northern America;"Academy of Management";"1971, 2005-2025";"Industrial Relations; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting"
29987;21101146363;"Academy of Management Discoveries";journal;"21681007";"Academy of Management";No;No;;-;34;38;0;2310;0;0;0,00;60,79;39,66;10;United States;Northern America;"Academy of Management";"2019-2025";"Business and International Management; Industrial Relations; Organizational Behavior and Human Resource Management; Strategy and Management";"Business, Management and Accounting"
29988;21101125145;"Access Microbiology";journal;"25168290";"Microbiology Society";Yes;No;;-;20;79;0;1928;0;0;0,00;24,41;44,06;1;United Kingdom;Western Europe;"Microbiology Society";"2019-2026";"Microbiology; Microbiology (medical)";"Immunology and Microbiology; Medicine"
29989;21101043803;"Access to Justice in Eastern Europe";journal;"26630583, 26630575";"Access to Justice in Eastern Europe";Yes;No;;-;11;18;4;0;0;4;0,00;0,00;52,38;0;Ukraine;Eastern Europe;"Access to Justice in Eastern Europe";"2018-2026";"Law";"Social Sciences"
29990;21101196739;"Acervo";journal;"22378723, 0102700X";"Arquivo Nacional";Yes;Yes;;-;2;32;0;754;0;0;0,00;23,56;64,29;0;Brazil;Latin America;"Arquivo Nacional";"2019-2025";"History; Library and Information Sciences";"Arts and Humanities; Social Sciences"
29991;21100979314;"ACM Transactions on Human-Robot Interaction";journal;"25739522";"Association for Computing Machinery";No;No;;-;39;7;23;368;38;21;1,65;52,57;31,82;0;United States;Northern America;"Association for Computing Machinery";"2018-2026";"Artificial Intelligence; Human-Computer Interaction";"Computer Science"
29992;21100932834;"Acotaciones";journal;"24443948, 11307269";"Real Escuela Superior de Arte Dramatico";No;Yes;;-;2;17;0;516;0;0;0,00;30,35;64,29;1;Spain;Western Europe;"Real Escuela Superior de Arte Dramatico";"2019-2025";"Literature and Literary Theory; Visual Arts and Performing Arts";"Arts and Humanities"
